,coef,std_err,p_value,ci_low,ci_high
early_post,0.406163275613074,3.5102700927666532,0.907884655818346,-6.4738396822176405,7.286166233443788
late_post,6.359326179899052,3.579380159703843,0.07562490444216458,-0.6561300200977067,13.374782379895812
trade_openness,-9.532329237705634,6.399629776335507,0.13635243582284878,-22.075373113713347,3.0107146383020815
renewable_energy_pct,0.8747112814671174,0.6820895392029364,0.1997025408377785,-0.46215964960215916,2.2115822125363938
manufacturing_growth,4.056363665903756e-11,3.603751314349932e-11,0.26033707883910806,-3.006859119460994e-11,1.1119586451268506e-10
ores_metals_exports_pct,-0.44204617531883605,1.0664439829573327,0.6785044349918047,-2.532237973444655,1.648145622806983
population,-6.362255124571525e-07,6.665435609129317e-07,0.33982325896497234,-1.9426268859735787e-06,6.701758610592734e-07
