,coef,std_err,p_value,ci_low,ci_high
post,0.5412488372621422,1.118455753207814,0.6284390103808227,-1.6508841573267925,2.733381831851077
treat_post,,,,,
trade_openness,2.9734597520895156,2.527489075890218,0.23941585545169308,-1.9803278079737354,7.927247312152767
renewable_energy_pct,0.018322332852429575,0.08033835014168064,0.8195960281048311,-0.13913794000263283,0.17578260570749196
manufacturing_growth,-2.48313571969806e-12,2.402122305494263e-12,0.3012643841960402,-7.191208924927136e-12,2.2249374855310163e-12
ores_metals_exports_pct,-0.045548733864855404,0.48877647577477057,0.925753180887178,-1.00353302287382,0.9124355551441091
population,6.10385670428954e-08,5.229125404407381e-08,0.24309706551641708,-4.145040758992372e-08,1.635275416757145e-07
