,coef,std_err,p_value,ci_low,ci_high
early_post,1.478714699884421,2.027917699513134,0.46589226574600806,-2.495930954772641,5.453360354541483
late_post,0.06877513844241412,0.9189349769337324,0.9403402451955717,-1.7323043204818465,1.869854597366675
trade_openness,1.6024184736869829,2.9350566770036313,0.5850946205744407,-4.1501869058239444,7.355023853197911
renewable_energy_pct,0.033667938144267814,0.08241123194448949,0.6828803568479835,-0.1278551083885084,0.19519098467704404
manufacturing_growth,-9.659321458526703e-12,4.54392297849535e-12,0.03352266613396871,-1.856524684490156e-11,-7.533960721518465e-13
ores_metals_exports_pct,0.1523362038967616,0.5061757443396353,0.7634486846689064,-0.8397500248566777,1.144422432650201
population,1.9607976153112335e-07,1.0917299393624969e-07,0.07248713963612324,-1.7895374668335752e-08,4.1005489773058246e-07
