,coef,std_err,p_value,ci_low,ci_high
early_post,3.681021950946466,1.5975101762127857,0.021210049362793443,0.5499595406331705,6.812084361259761
late_post,-1.0981129429579544,0.7258169525408076,0.13029649526138945,-2.5206880293065552,0.3244621433906463
trade_openness,5.667664696385252,2.3670356848028313,0.016646921629662352,1.0283600040505991,10.306969388719905
renewable_energy_pct,0.005376113993343663,0.06926983604569205,0.9381373456460036,-0.13039026987120717,0.1411424978578945
manufacturing_growth,-3.742866481382421e-12,3.0765540282298815e-12,0.22376499866282862,-9.772801573204612e-12,2.2870686104397717e-12
ores_metals_exports_pct,0.33840649109455023,0.46792600745894847,0.4695538648910289,-0.5787116309546094,1.2555246131437099
population,8.926780917767375e-08,6.601109875973149e-08,0.17627451868059996,-4.011156697131659e-08,2.186471853266641e-07
